time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm)
21/4/2006,20.5,27,16.5,0
22/4/2006,19.8,27.7,14.1,0
23/4/2006,19,28,12,0
24/4/2006,20.6,28.8,14.5,0.3
25/4/2006,20.2,28.8,14.7,0.7
26/4/2006,22.8,30,18,1.3
27/4/2006,20.7,30.9,13.5,7
28/4/2006,17.9,23.6,15.4,19.4
29/4/2006,18.9,22.5,17.1,3.6
30/4/2006,18.8,22.7,16.1,7.8
1/5/2006,17.5,24.2,13.3,3.5
2/5/2006,15.8,23.9,9,0.3
3/5/2006,15.7,24.4,10.3,0
4/5/2006,16.2,24.4,11.1,0
5/5/2006,17.9,25.3,12,0
6/5/2006,17.4,21.5,13.9,0
7/5/2006,17.7,22.7,13.8,0
8/5/2006,17.4,23.3,13,0
9/5/2006,18.2,24.1,13.9,0
10/5/2006,18.9,23,15.5,0.8
11/5/2006,19.1,24.8,15.1,4.6
12/5/2006,18.6,25.6,12.6,9.2
13/5/2006,15.2,23.3,9.4,0
14/5/2006,14.7,23.1,8.7,0
15/5/2006,13.1,22.9,7.5,0.5
16/5/2006,15.7,23.1,8.6,0.9
17/5/2006,12.9,20.5,6.8,0
18/5/2006,12.1,20,6.7,0
19/5/2006,14.5,21.4,8.4,0
20/5/2006,15.9,20.4,12.6,0.2
21/5/2006,15.1,23.3,9.8,0.3
22/5/2006,15.4,23.5,9.4,0
23/5/2006,17.2,26.1,6.7,0
24/5/2006,17.3,26.2,9.7,0
25/5/2006,17,27.4,10.9,6.9
26/5/2006,13.4,24.7,4.3,0.2
27/5/2006,10.9,20.2,4.6,0
28/5/2006,11.5,16.7,8,0
29/5/2006,10.3,15.4,6.4,0
30/5/2006,11,15.7,7.9,0
31/5/2006,12,19.7,6.7,0
1/6/2006,12.5,22.2,6.3,0
2/6/2006,12.6,21.3,6.1,0
3/6/2006,13.3,21.5,8.3,0
4/6/2006,16.4,21.6,11.9,0.1
5/6/2006,14.1,23.5,6.2,0
6/6/2006,17.9,26.2,12.9,0
7/6/2006,17.2,24.6,13,0.8
8/6/2006,16.6,21.8,13.5,0
9/6/2006,15.7,21.3,12.4,0
10/6/2006,14.7,20.7,10.3,0
11/6/2006,14.6,22.1,8.7,0
12/6/2006,15.5,24.1,9.3,0
13/6/2006,14.9,23.9,8.5,0
14/6/2006,14.6,23.9,8,0
15/6/2006,18.6,24.1,15,0.9
16/6/2006,13.1,21.2,8.7,4.1
17/6/2006,13.2,21.5,7,0
18/6/2006,12.5,22.9,6,0
19/6/2006,13.8,23.7,7.5,0
20/6/2006,14.2,22.6,7.3,0
21/6/2006,14.1,23.1,6.1,0
22/6/2006,14.3,24.8,6.6,0
23/6/2006,11.5,20.9,4.2,0
24/6/2006,10,20.2,1.8,0
25/6/2006,16.6,22.3,11.1,0
26/6/2006,15.9,26.3,8.8,0
27/6/2006,13.4,22.8,6.1,0
28/6/2006,12,21.6,4.7,0
29/6/2006,15.4,23.5,9.8,0
30/6/2006,14.5,22.9,8.3,0
1/7/2006,13.2,23.2,6.1,0
2/7/2006,16.1,25.2,10.4,0
3/7/2006,12.6,21.4,6.7,0
4/7/2006,10.2,18.2,4.7,0
5/7/2006,10.1,16.5,5.2,0
6/7/2006,12.5,17.4,9.7,0
7/7/2006,14.7,19.7,10.5,0
8/7/2006,14.5,20.9,10.8,0
9/7/2006,14.4,21,10.2,0
10/7/2006,13.1,20.7,6.1,0
11/7/2006,14.7,20.4,11.4,2.3
12/7/2006,14.4,20.4,10.8,3.2
13/7/2006,13.3,23.3,6.8,1
14/7/2006,13.2,22.5,7,0.7
15/7/2006,13.3,21.4,7.6,6.8
16/7/2006,13.3,22.9,7.3,0
17/7/2006,16.9,26.7,9.9,0
18/7/2006,13.4,23.7,4.7,0
19/7/2006,18.7,23.8,15.6,2
20/7/2006,14.6,26,6.7,8.9
21/7/2006,8.7,15.3,2.6,0
22/7/2006,10.1,16.6,6.3,0
23/7/2006,10.5,16,6.6,0
24/7/2006,11.5,17.1,7.2,0
25/7/2006,12,19.8,5.6,0
26/7/2006,12.1,20.8,5.5,0
27/7/2006,12.5,21.7,6.2,0
28/7/2006,13.3,22,6.6,0
29/7/2006,13.3,21.7,7.7,0
30/7/2006,14.6,22,9.8,0.1
31/7/2006,12.5,19.7,6.4,0
1/8/2006,14.7,22.9,8.1,0
2/8/2006,17.8,26.1,12.2,0
3/8/2006,17.1,28,8.9,0
4/8/2006,15.7,25.1,8.5,0
5/8/2006,14.3,25.3,6.7,0
6/8/2006,15.2,25.8,7.5,0
7/8/2006,16.8,26.6,9,0
8/8/2006,13.2,20.5,7.3,0
9/8/2006,14.1,23.8,7.2,0
10/8/2006,15,24.7,7.9,0
11/8/2006,14,24.2,7.2,0
12/8/2006,13.8,24.2,6,0
13/8/2006,16.8,27.1,6.9,0
14/8/2006,18.1,29.2,8.6,0
15/8/2006,15.2,24.1,7.6,0
16/8/2006,16.6,26.3,9.1,0
17/8/2006,18.3,28.2,9.5,0
18/8/2006,14.3,24.8,5.7,0
19/8/2006,14.7,22.8,7.5,0
20/8/2006,19,28.3,10.4,0
21/8/2006,11.9,22.4,3.2,0
22/8/2006,14.5,23.9,7,0
23/8/2006,14.6,26.2,2.7,0
24/8/2006,17,25.5,9.1,0
25/8/2006,18.4,30.4,12.1,0
26/8/2006,16.8,24.9,10.4,0
27/8/2006,15.5,25.2,7.9,0
28/8/2006,15.8,27.3,6.9,0
29/8/2006,15.5,26.1,7.1,0
30/8/2006,14.7,26.1,5.3,0
31/8/2006,16.4,24.9,9.7,0
1/9/2006,17.2,24.8,11.1,0
2/9/2006,16.2,24.8,7.6,0
3/9/2006,15.1,25.4,6,0.1
4/9/2006,16.7,27,6.9,0
5/9/2006,18.1,27.6,7.6,0
6/9/2006,19.7,29.7,12.7,0
7/9/2006,12.9,21.4,5.1,0
8/9/2006,14.3,23.2,7.5,0
9/9/2006,15.8,23.6,8.8,0
10/9/2006,18.2,27.1,8.9,0
11/9/2006,21.3,30.9,14.3,0
12/9/2006,18.5,28.5,9.4,0
13/9/2006,16.6,27.3,9.3,0
14/9/2006,15.2,23.3,9.1,0.8
15/9/2006,16.2,24,8.4,0
16/9/2006,18.1,26.3,8.9,0.1
17/9/2006,18.2,26.4,11.1,0.1
18/9/2006,17.9,25.5,10,0
19/9/2006,19.6,28.2,10.9,0
20/9/2006,21.4,30.4,14.5,0.2
21/9/2006,18.1,25.8,10.9,0
22/9/2006,19,28.1,10,0
23/9/2006,20.4,28.5,12.5,0
24/9/2006,20.5,28.8,14.3,4.2
25/9/2006,19.6,29.1,15.2,15.2
26/9/2006,17.7,25.6,10.3,0
27/9/2006,18.8,26.9,12.7,0.1
28/9/2006,19.3,28,11.9,0
29/9/2006,21.5,29.7,12.2,0.4
30/9/2006,21.5,31.3,16.3,0.1
1/10/2006,16.9,23.9,8.9,0
2/10/2006,19.2,26.4,14.1,0.9
3/10/2006,23,32.6,15.6,0
4/10/2006,22.7,35.5,14.8,0
5/10/2006,17.6,25.8,10.4,0
6/10/2006,17.6,24.9,9.6,0
7/10/2006,18.3,28,9.6,0
8/10/2006,21.2,30.9,13.6,0
9/10/2006,21.5,28.5,17.4,1.6
10/10/2006,19.4,25.3,14,0.3
11/10/2006,20.8,29,14.6,0
12/10/2006,22.8,31.8,14.3,0
13/10/2006,21.3,31.2,14.8,1.5
14/10/2006,17.3,28,8.1,8.5
15/10/2006,17.3,28,7.9,0
16/10/2006,20.4,29,13.7,0
17/10/2006,20.4,27.6,16,0.3
18/10/2006,18.7,26.9,12.7,0.7
19/10/2006,19.7,28.8,12,0.8
20/10/2006,22.1,29.7,15.3,0.3
21/10/2006,19.8,31,13.6,17
22/10/2006,18.7,24.3,13.5,1.1
23/10/2006,19.9,26.5,14.8,0.6
24/10/2006,18.9,24.5,14.7,7
25/10/2006,17.7,26.4,13.6,6.8
26/10/2006,22,29.6,16.3,1.5
27/10/2006,21.4,32.2,13.9,0
28/10/2006,18.8,24.7,13.2,0
29/10/2006,21.1,27,15.4,7.6
30/10/2006,19.2,23,16.5,15.8
31/10/2006,19.6,25.3,17.5,14.2
1/11/2006,19.3,21.4,18.1,16
2/11/2006,20,23.6,17.9,18.9
3/11/2006,20.2,26.1,13.9,8.1
4/11/2006,19.4,27.5,14.1,2.7
5/11/2006,19,27.2,14.8,1.9
6/11/2006,17.6,22.4,14,0.1
7/11/2006,18,24,14,0.7
8/11/2006,16.8,21.5,13.1,0.5
9/11/2006,17,21.3,14,1
10/11/2006,17.4,22.6,12.3,0.2
11/11/2006,18.1,25.7,10.7,0.3
12/11/2006,20.7,28,14.9,6.1
13/11/2006,22.3,28.6,18.6,14.8
14/11/2006,18.7,30.6,5.9,0
15/11/2006,25.5,32.5,21.7,0
16/11/2006,22.9,36.6,14.4,0
17/11/2006,19.2,25.6,12.2,0
18/11/2006,22.4,27,19.3,0.7
19/11/2006,24,29.8,19.9,0.1
20/11/2006,25.6,35.3,20.2,3.8
21/11/2006,22.9,33.3,13.5,0
22/11/2006,19.6,28.6,12.1,0
23/11/2006,20,28.8,12.8,0
24/11/2006,22.8,32,11.9,0
25/11/2006,23.8,31.8,18.3,0.2
26/11/2006,23.8,30.8,16.9,0
27/11/2006,24.3,32.5,16.4,0
28/11/2006,24.7,34.4,14.8,0.5
29/11/2006,24.3,32,19.5,0.1
30/11/2006,22.3,28.8,17.1,0
1/12/2006,21.6,28.7,15,0
2/12/2006,20.5,29,11.5,0
3/12/2006,21.9,30.4,12.9,0
4/12/2006,23.3,31.7,15.4,0
5/12/2006,26.7,37,19.1,0
6/12/2006,29.4,40.8,18.7,0
7/12/2006,28.8,38.2,19.6,0
8/12/2006,25.8,34.7,18.7,2.2
9/12/2006,25.3,34.4,21,10.9
10/12/2006,23.2,30,17.6,0.1
11/12/2006,22.7,29.4,16,0
12/12/2006,23.9,30.5,19.4,1.2
13/12/2006,21.8,27,17.4,12.1
14/12/2006,22.3,28.8,16.8,0.2
15/12/2006,24.5,31.6,18.2,0.1
16/12/2006,25.3,34.3,20.2,2.8
17/12/2006,28,37.7,21.3,3.2
18/12/2006,26.4,34.1,18.3,4.4
19/12/2006,25.6,38.9,16.9,0
20/12/2006,25.3,33.2,18.3,2.1
21/12/2006,26.8,35.6,18.6,0.7
22/12/2006,26.8,35.5,22.5,0.8
23/12/2006,25.7,30.9,21.8,0.2
24/12/2006,25.6,33.7,20.7,7.3
25/12/2006,22.4,29.2,18.3,22.2
26/12/2006,21.7,27.8,17.1,0
27/12/2006,21.7,27.5,17.2,0
28/12/2006,20.7,28.1,11.8,0
29/12/2006,21.5,30.3,13.1,0
30/12/2006,21.5,29.1,13.4,0
31/12/2006,21.5,29.3,13.1,0
1/1/2007,23.3,29.8,18,0
2/1/2007,25.6,33,19.5,0.4
3/1/2007,23.4,35.4,13.3,16
4/1/2007,20.2,31.6,12.4,0.2
5/1/2007,21.1,28.8,13.9,0.8
6/1/2007,22.2,29.9,13.9,0
7/1/2007,24,32.7,16.8,2.3
8/1/2007,26.1,33.9,19.7,0
9/1/2007,25.7,32.2,18.2,0
10/1/2007,28.3,36,21,0
11/1/2007,27.3,38.1,18.6,1.1
12/1/2007,26.8,34.7,18.8,0
13/1/2007,28,38,18.2,0
14/1/2007,28.3,37.8,21,0
15/1/2007,28.5,37,21.9,0
16/1/2007,26.8,35.1,21.5,0.6
17/1/2007,25.3,33.2,19.5,3.7
18/1/2007,25.6,36.9,17.7,7.5
19/1/2007,25.2,35.8,19,12.5
20/1/2007,26.4,35.8,20.3,0.8
21/1/2007,23.8,31.3,19.4,5.5
22/1/2007,24.4,30.9,18.4,1
23/1/2007,24.3,32.8,19.4,3.1
24/1/2007,25.3,31.9,19.4,0.4
25/1/2007,23.7,33.4,21.3,62.2
26/1/2007,22.4,24.6,20.8,8.2
27/1/2007,21.2,26.9,15.8,5.8
28/1/2007,23,29.9,17.2,0.4
29/1/2007,23.3,30.1,18,0
30/1/2007,25.9,31.1,21.4,0.2
31/1/2007,26.3,33.4,21.8,13.7
1/2/2007,26.1,30.8,23.1,14.3
2/2/2007,25.7,30.1,22.7,2.7
3/2/2007,25.2,32.7,20,16
4/2/2007,23.3,28.8,19.8,0.1
5/2/2007,23.3,27.3,19.5,0.3
6/2/2007,23.8,28.2,19.4,1.2
7/2/2007,25.3,34,18.8,0.7
8/2/2007,26.8,34.3,18.4,0
9/2/2007,25,33.3,19.8,3.3
10/2/2007,23.5,27.7,20.4,0.6
11/2/2007,22.5,28.4,19.4,3.2
12/2/2007,22.2,27.1,19.3,0.5
13/2/2007,22.7,27.8,18.8,0
14/2/2007,22.7,28.4,17.6,1
15/2/2007,23.2,27.3,19.6,1.4
16/2/2007,22.2,27.2,17,0.2
17/2/2007,23,28.8,17,0
18/2/2007,25,29.8,20.6,0
19/2/2007,24.9,30.6,19.4,0
20/2/2007,26.1,33.5,20.5,0
21/2/2007,25.2,31.8,21.8,1.4
22/2/2007,23.4,27.2,21.1,3.8
23/2/2007,22.1,25.8,19.8,0.7
24/2/2007,22.3,28.7,17.6,0.1
25/2/2007,23.7,28.6,19.2,0
26/2/2007,24.2,30,19.1,0.3
27/2/2007,24.6,29.2,21.4,0
28/2/2007,24.1,34.2,16.8,3.1
1/3/2007,25.4,35.1,15.6,0
2/3/2007,23.6,30.3,18.2,0
3/3/2007,24.1,29.9,19.4,0.3
4/3/2007,22.7,27.5,17.9,0.7
5/3/2007,22.5,29.4,17.1,0.9
6/3/2007,21.9,26.9,18.2,0.6
7/3/2007,22.8,28.8,18.5,0.9
8/3/2007,23.4,28.9,19.1,1.4
9/3/2007,22.6,28.1,19.3,2.8
10/3/2007,22.1,27,19,5.6
11/3/2007,22.7,28.8,19,3.2
12/3/2007,20.8,24.1,18.6,9.4
13/3/2007,21.6,29.5,15.6,0.1
14/3/2007,22.9,30,17.7,0.1
15/3/2007,22.5,30.3,15.5,0.1
16/3/2007,23.5,31,17,0
17/3/2007,25.8,35.6,20,2.5
18/3/2007,21.8,23,20.7,18.1
19/3/2007,20.6,21.9,19.6,27.8
20/3/2007,20.6,24,19.5,17.4
21/3/2007,21.3,24.9,19.5,12.3
22/3/2007,20.4,25,18.4,5.6
23/3/2007,20.9,25.5,17.5,1.3
24/3/2007,21.3,26.8,17.3,0.2
25/3/2007,19.8,25.6,14.6,0.1
26/3/2007,19.8,26.5,14.3,0.2
27/3/2007,20.3,27.1,14.5,0
28/3/2007,20.8,27.5,15.2,0
29/3/2007,20.5,28,14.1,0
30/3/2007,20.1,27.6,13.7,0
31/3/2007,21,27.4,15.8,0.2
1/4/2007,20.1,25.2,15.8,0
2/4/2007,20.5,26.3,16.5,0
3/4/2007,20.9,25.8,17.6,0.4
4/4/2007,18.3,24.2,12.5,0.4
5/4/2007,19.1,26,13,0
6/4/2007,20.8,28.5,12.5,0.4
7/4/2007,19.7,27.3,15,0.8
8/4/2007,19.8,24.6,16.1,0.4
9/4/2007,19.3,24.7,15.5,0.1
10/4/2007,20.1,25.8,16.3,0.2
11/4/2007,19.1,25.7,12.9,0.1
12/4/2007,20.2,28.7,12.9,0
13/4/2007,21.5,28.6,16.3,0.2
14/4/2007,20.7,28,13.8,0
15/4/2007,21.7,31.1,13.3,0.5
16/4/2007,21.5,29.7,14.4,0
17/4/2007,20,28.4,14.8,1.4
18/4/2007,19.3,26.6,13.9,0
19/4/2007,18.3,26.6,12.5,1.7
20/4/2007,16.3,23.8,9.7,0
21/4/2007,16.5,24.8,10.6,0
22/4/2007,19.4,25.9,14.9,0
23/4/2007,18.4,24.4,13.4,0
24/4/2007,19,25.3,13.7,0
25/4/2007,18.1,25.6,11.7,0
26/4/2007,18.1,27.1,10.7,0
27/4/2007,20.2,27.8,12.7,0
28/4/2007,18,27.1,10.5,0
29/4/2007,20.2,26.8,15.2,0.1
30/4/2007,18.9,25.9,13.8,0
1/5/2007,19,26.7,13.4,0
2/5/2007,19.1,27.1,12.4,0
3/5/2007,19.4,28.3,13,0
4/5/2007,21.4,27.7,17.3,0
5/5/2007,22.2,27.9,18.3,0
6/5/2007,20.9,30.4,14.3,3.2
7/5/2007,19.6,29.4,11.3,0.5
8/5/2007,19.4,31.4,12.3,0
9/5/2007,18.9,26.5,12.2,0
10/5/2007,19.8,26.7,13.8,2.5
11/5/2007,16.5,27.2,10.2,0
12/5/2007,18.1,27.2,11.4,0
13/5/2007,16.2,26,9.2,0
14/5/2007,16.7,25.6,9.8,0
15/5/2007,17.5,26.4,10.6,0
16/5/2007,17.4,27.2,10.1,0
17/5/2007,18.8,27.5,11.9,0
18/5/2007,17.9,24.1,12.6,0
19/5/2007,19.8,26.4,15.6,0
20/5/2007,18.4,27.3,12.6,0.3
21/5/2007,16.7,25.3,8.9,2.2
22/5/2007,16.3,25.3,10.6,0
23/5/2007,17.8,27.6,11.7,20.1
24/5/2007,13.7,20,10.5,5.1
25/5/2007,17.6,22.8,14,0
26/5/2007,16.8,22.7,13.3,0
27/5/2007,16.5,22.5,11.2,0
28/5/2007,15.5,23.5,10.3,0
29/5/2007,15.6,23.7,10.6,0
30/5/2007,17,26,11.8,0
31/5/2007,14.5,22.2,8.8,0
1/6/2007,16,21.9,12.2,0
2/6/2007,17.3,21.8,15.1,4.5
3/6/2007,16.4,19.9,15,1.3
4/6/2007,17.2,21.4,15.3,1
5/6/2007,16.3,20.5,14.3,3.6
6/6/2007,16.3,21.8,13.8,1.3
7/6/2007,16.7,20.9,14.3,0
8/6/2007,16,18.8,14.7,13.7
9/6/2007,15.6,16.5,14.7,44.2
10/6/2007,15.8,17.1,13.3,25.9
11/6/2007,15,21.3,10.8,0.2
12/6/2007,14.1,21.6,8.1,0
13/6/2007,12.4,20.5,5.9,0
14/6/2007,12.7,19.9,7.2,0
15/6/2007,13.7,21.3,7.9,0
16/6/2007,13.8,21.4,7.9,0
17/6/2007,15,20.4,11.4,0.1
18/6/2007,16.5,20.6,14.4,0
19/6/2007,15.2,20.8,10.9,0.1
20/6/2007,13.1,20.8,8.2,0
21/6/2007,13.8,22,8,0
22/6/2007,17.6,26.2,12.2,0
23/6/2007,17.3,25.4,11.1,0
24/6/2007,14.9,26.3,6.1,0
25/6/2007,16.1,23.6,11.4,0.1
26/6/2007,17.4,21.1,14.9,0.9
27/6/2007,16.3,21.5,11.2,1.5
28/6/2007,16.9,20.9,12.8,14.9
29/6/2007,11.1,20,4.9,0
30/6/2007,14.7,19.7,12.5,26.3
1/7/2007,11.4,16.6,7.6,4.5
2/7/2007,11.4,16.8,8,0
3/7/2007,9.6,16.1,4.3,0
4/7/2007,10.5,16.5,6.9,0
5/7/2007,12.1,19.4,6.3,0
6/7/2007,10.3,16.5,5.3,0
7/7/2007,9.6,17.2,4.6,0
8/7/2007,9.9,17.1,5.7,0
9/7/2007,11.5,18,6.7,0
10/7/2007,11.8,17.9,8,0
11/7/2007,12.5,18.7,8,0
12/7/2007,13.2,18.2,9.5,0
13/7/2007,12.9,17.6,8.8,0
14/7/2007,13.7,18.1,10.9,0
15/7/2007,14.3,18.3,11.5,0
16/7/2007,14.1,19.4,10.2,2.1
17/7/2007,12.6,19.2,8.9,1.1
18/7/2007,12,19.4,6.2,0.1
19/7/2007,11.7,19.6,5.2,0
20/7/2007,10.5,18.2,6,0
21/7/2007,11.5,19.4,6.4,0
22/7/2007,13.1,19.6,9.6,0
23/7/2007,12,18.1,7.7,0.1
24/7/2007,12.2,19.1,7,0.2
25/7/2007,12.5,18.7,8.9,0
26/7/2007,12.6,17.4,9.5,4.5
27/7/2007,11.1,13.4,9.6,2.8
28/7/2007,12,17,8.5,0.8
29/7/2007,13.6,19.3,9.2,0.1
30/7/2007,15,21,10.7,3.5
31/7/2007,9.9,14.5,5.9,6.3
1/8/2007,12.1,18.5,7.9,0
2/8/2007,13.4,19.8,9.3,0
3/8/2007,12.8,18.9,7,0.3
4/8/2007,12.3,20.2,7.3,0
5/8/2007,13.5,19.9,9.4,0
6/8/2007,14.2,19.5,11.1,0.1
7/8/2007,14.2,19.2,11,0.1
8/8/2007,13.6,19.8,9.5,0.6
9/8/2007,14.8,18.4,12.6,0.7
10/8/2007,14.6,19.2,11.7,0.2
11/8/2007,14.3,21.7,7.7,0.3
12/8/2007,14.6,22.8,8.8,0.1
13/8/2007,17.4,23.8,11.3,0.2
14/8/2007,15.5,26.2,8.6,3.3
15/8/2007,15.7,21.6,11.1,0
16/8/2007,14.5,23.4,7.6,0
17/8/2007,15.8,25.9,5.8,0
18/8/2007,15.9,27.1,8,0
19/8/2007,18.4,28.3,10.5,0
20/8/2007,16.4,29.1,8.4,0
21/8/2007,14.5,26.5,3.8,0
22/8/2007,16.5,25.6,9.6,0
23/8/2007,17.4,28.4,11.8,0
24/8/2007,14.6,21.8,9.6,0
25/8/2007,12.2,22.1,3.4,0
26/8/2007,14.9,24.1,7.2,0
27/8/2007,16.5,28.1,7.5,0
28/8/2007,18,27.1,12.5,0
29/8/2007,15.8,23.3,9.5,0
30/8/2007,15.9,24.3,7.6,0
31/8/2007,17.5,25.5,13,0.6
1/9/2007,16,19.2,12.7,4.8
2/9/2007,16.9,23.2,11,0.4
3/9/2007,16.7,26.5,8.7,0
4/9/2007,19,27.9,9.7,0.1
5/9/2007,21.4,31.7,15.6,0.2
6/9/2007,18.7,25.6,14.4,0.3
7/9/2007,18.6,29.6,9.5,0
8/9/2007,16.8,26.3,9.3,0
9/9/2007,15.8,23.7,10,0.7
10/9/2007,15.5,20,11.9,9.3
11/9/2007,16.4,24,12.8,3.3
12/9/2007,14.2,21.1,7.9,3
13/9/2007,11.7,21.2,4,2.1
14/9/2007,16.5,22.2,13.6,0.2
15/9/2007,17.2,21.9,14.7,3.8
16/9/2007,16.4,22.3,12,0
17/9/2007,17.7,23.2,14.8,6.9
18/9/2007,17.9,22.6,16.9,32.2
19/9/2007,19.4,25.3,15.9,0.1
20/9/2007,20.1,27.6,12.9,1.7
21/9/2007,19.2,25.5,14.2,2.1
22/9/2007,16.6,28.8,6.3,0
23/9/2007,15.3,25.8,7.4,0
24/9/2007,15.3,24.5,8.4,0
25/9/2007,14.8,21.6,9.1,0
26/9/2007,15.1,21,8.4,0.2
27/9/2007,15.2,22.3,8,0.1
28/9/2007,16.8,23.9,9.6,0.1
29/9/2007,16.8,24.5,9.4,0.2
30/9/2007,18.3,26.7,11.4,0.1
1/10/2007,20.8,27.4,16.9,0.8
2/10/2007,20.8,27.5,15.4,0.4
3/10/2007,20.3,28.7,13.1,0
4/10/2007,18.6,26.3,12.3,0
5/10/2007,18.7,29.4,9.9,0
6/10/2007,18.4,28.4,10,0
7/10/2007,18.7,28.1,10.4,0
8/10/2007,20,28.7,11.6,0
9/10/2007,19.2,28.2,11.1,0
10/10/2007,21.3,28,15.3,0
11/10/2007,21.5,31.1,13,20
12/10/2007,15.8,24.9,7.9,0
13/10/2007,14,23.3,6.7,0
14/10/2007,14.4,22.9,6.9,0
15/10/2007,16.5,24.1,9.7,0
16/10/2007,14.9,23.7,4.6,0.1
17/10/2007,16.7,25.5,7.3,0
18/10/2007,18.2,27.1,8.6,0
19/10/2007,19.5,29.8,9,0
20/10/2007,19.3,30.1,7.9,0
21/10/2007,19.2,28.3,9.9,0
22/10/2007,20.3,29.2,11.6,0
23/10/2007,23.2,33,15.1,0
24/10/2007,19.5,30,11.3,3.1
25/10/2007,18,24.6,11.8,0
26/10/2007,21.2,27.9,15.9,0
27/10/2007,23.1,31.2,16.8,0
28/10/2007,21.9,28.6,16.9,0.1
29/10/2007,22.6,29.6,17.2,0.9
30/10/2007,21.1,28,14.3,0
31/10/2007,21.7,29.7,14.1,0
1/11/2007,21.8,29.6,14.4,0.1
2/11/2007,22.5,29.7,16.7,0.1
3/11/2007,24.5,34.7,17.6,0
4/11/2007,23.9,35.6,18.2,0.1
5/11/2007,23.9,31.6,16.1,0.8
6/11/2007,24.3,33.4,18.1,2
7/11/2007,25.2,35.3,17.5,3.9
8/11/2007,21.4,28.8,16.1,0
9/11/2007,20.2,25.9,15.9,22
10/11/2007,18.9,24.5,15.3,0
11/11/2007,17.8,24.6,14.3,7.6
12/11/2007,18.8,25.8,13.6,0.4
13/11/2007,18.7,23.8,12.7,2.3
14/11/2007,19.1,25.5,12.5,0.6
15/11/2007,21.2,27.2,16.3,2.8
16/11/2007,20.2,26.7,16.5,0.7
17/11/2007,18.9,24.3,13.9,0
18/11/2007,19.1,25.4,12.9,0
19/11/2007,19.4,27.3,11.5,0
20/11/2007,21.2,29.1,13,0
21/11/2007,22.9,33.3,13.6,0
22/11/2007,23.1,35.2,16.6,6
23/11/2007,19.5,26.5,12.8,0
24/11/2007,19.9,27.7,13.5,0
25/11/2007,23.3,31,16.6,0.1
26/11/2007,22.4,29.8,16,0
27/11/2007,24.3,33.2,18.1,2.7
28/11/2007,22.9,32.1,17.5,16
29/11/2007,22.9,31.8,15.3,4.6
30/11/2007,24.4,33,17,0
1/12/2007,25.9,32.8,22.4,0.1
2/12/2007,25.6,35.4,21.4,7.1
3/12/2007,21.3,27.6,15.5,30.7
4/12/2007,22.9,29.2,18.5,0.2
5/12/2007,22.6,29.3,17,0
6/12/2007,22.3,28.8,15.7,0.1
7/12/2007,23.7,29.3,18.1,0
8/12/2007,24.6,30,20.8,1.1
9/12/2007,23,26.3,21.6,39.8
10/12/2007,21.8,23.6,20.9,96.7
11/12/2007,22.6,24.5,20.2,31.5
12/12/2007,22.1,24.4,20.7,20.3
13/12/2007,21.5,26.3,18.6,3.4
14/12/2007,21.5,26.7,16.3,0.5
15/12/2007,22,27.3,16.5,0.3
16/12/2007,22,28.4,16.2,0
17/12/2007,22.2,28.9,16,0
18/12/2007,23.5,28.6,19.9,0
19/12/2007,21.9,26.2,18.7,0.4
20/12/2007,21.2,26.9,18.1,0.1
21/12/2007,20.4,24,17.8,0.1
22/12/2007,20.3,23.9,17.2,0.4
23/12/2007,20.7,25.6,16.9,0.9
24/12/2007,20.9,24.6,17.8,0.1
25/12/2007,20.7,26.3,15.1,0.2
26/12/2007,22.9,28.4,18.4,0.5
27/12/2007,22.6,27.2,17.9,0.1
28/12/2007,21.7,27.1,16,0.7
29/12/2007,21.5,27.2,15.9,0.2
30/12/2007,20.2,27.3,12.8,0
31/12/2007,20.9,27.2,14.6,0
1/1/2008,20.7,27.1,14.6,0
2/1/2008,24,30.1,19,6.4
3/1/2008,22.3,27.7,20.5,66.7
4/1/2008,19.3,20.7,18.5,40.5
5/1/2008,19.4,23.4,18.5,8.1
6/1/2008,21.3,25.6,17.8,1.6
7/1/2008,20.4,23.2,18.6,3.2
8/1/2008,20.7,24.2,17.7,0.3
9/1/2008,19.6,26,13.4,0.1
10/1/2008,21.1,27,15.6,0
11/1/2008,22,28.7,15.5,0
12/1/2008,22.9,29.2,17.3,0.2
13/1/2008,23.8,29,20.7,3.2
14/1/2008,22.8,27.9,17.9,0.3
15/1/2008,23.6,29.4,20,14.6
16/1/2008,22.2,27.3,18.6,0.5
17/1/2008,21.2,25.6,16.5,0.1
18/1/2008,20.2,26.2,14,0.2
19/1/2008,20.9,27.1,15.3,0.9
20/1/2008,21.2,27.1,16.1,1.3
21/1/2008,21.4,26,17.2,2.8
22/1/2008,21.4,27.7,15.1,0.2
23/1/2008,22.1,28.4,16.6,0.3
24/1/2008,21,27.6,13.7,0.1
25/1/2008,20.5,27.8,12.4,0
26/1/2008,22.3,28.3,16.6,0
27/1/2008,21.8,27.8,15.6,0
28/1/2008,22.8,28.1,17.5,0.1
29/1/2008,23,27.8,19.7,0.4
30/1/2008,22.7,24.4,21.5,12.9
31/1/2008,23,25.5,21.5,33.8
1/2/2008,22.4,26.4,19.1,3.4
2/2/2008,21.9,27.7,18.2,2.5
3/2/2008,21.9,27.4,16.7,1.2
