time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm)
4/2/2008,22,27.4,16.4,0.7
5/2/2008,22.4,27.1,16.7,0.5
6/2/2008,22.6,28.2,17.1,0.1
7/2/2008,24.5,30.8,19.3,0.5
8/2/2008,22.8,27.3,17.9,0
9/2/2008,22.1,27,15.8,0
10/2/2008,22.9,27.9,17.5,0
11/2/2008,25,30.8,19.2,0
12/2/2008,25.7,31.3,21.3,0.1
13/2/2008,26.7,32.2,23.4,0.2
14/2/2008,25.4,29.5,23.6,39
15/2/2008,24.8,28.1,22.1,4.8
16/2/2008,24,29.9,19.8,0.4
17/2/2008,24,29,21,1.2
18/2/2008,22.1,27.5,17.4,0.1
19/2/2008,20.4,27.1,14.5,0
20/2/2008,23,30.4,19.3,9.3
21/2/2008,21.2,24.4,18.8,0
22/2/2008,20.7,25.8,17,0
23/2/2008,22,27.8,18.8,1
24/2/2008,21.9,27.6,18.4,0.2
25/2/2008,22.5,26.5,18.8,0.9
26/2/2008,23.3,29.3,19.7,0.2
27/2/2008,20.7,25.9,16.9,0
28/2/2008,20.7,27,12.5,0
29/2/2008,20.1,25.6,15.5,0.2
1/3/2008,21.1,25.3,17.2,0.1
2/3/2008,21.3,27.4,16.1,0
3/3/2008,21,27.8,15,0
4/3/2008,22.9,29.3,17.5,0
5/3/2008,23.7,30,19.3,0
6/3/2008,23,29.8,17.4,0
7/3/2008,23,30.8,18,1.9
8/3/2008,19.9,24.1,16.9,0.1
9/3/2008,20.4,24.9,17.2,0.2
10/3/2008,20.6,25,16.6,0.6
11/3/2008,21.1,26.6,17.4,0.1
12/3/2008,20.4,27.4,13.7,0.1
13/3/2008,22.5,29.1,15.3,0
14/3/2008,21,31.4,12,4.3
15/3/2008,21.6,29,17.5,3.6
16/3/2008,20.6,27,16.1,0
17/3/2008,20.3,25.2,16.2,0
18/3/2008,21.5,27.4,17.5,0.2
19/3/2008,21.3,25.6,18.6,0.3
20/3/2008,20.7,25.7,16.8,0.6
21/3/2008,20.5,26.4,16.6,0.1
22/3/2008,20.3,27.1,14.3,0.1
23/3/2008,21,29,13.8,0
24/3/2008,21.1,28.9,14,0
25/3/2008,22.2,29.3,17.1,0.3
26/3/2008,21.1,27,16.8,1.2
27/3/2008,21.6,27,18.3,1.3
28/3/2008,21.8,27.2,18.5,1.9
29/3/2008,21.6,25.5,20,5.1
30/3/2008,20,22,19.1,19.3
31/3/2008,19.7,23.1,18.5,4.1
1/4/2008,20,25.3,16.9,3.9
2/4/2008,21.3,29.4,16,0
3/4/2008,21.6,29.7,16.7,0.1
4/4/2008,22,28.5,17.8,0
5/4/2008,21.3,28,16.6,0
6/4/2008,20.8,27.5,16.3,0
7/4/2008,20.7,27.3,16,0
8/4/2008,20.7,26.5,17,0
9/4/2008,21.5,27.4,17,0
10/4/2008,20.9,25.4,17.3,0
11/4/2008,21.2,26.6,17.5,0.5
12/4/2008,20.2,25.9,15.2,0.5
13/4/2008,20.5,27.1,16.1,0.6
14/4/2008,20.1,27.4,15.6,15.1
15/4/2008,16.6,26.4,8.8,0
16/4/2008,16,23.7,9.9,0
17/4/2008,19.2,24.7,15.4,0
18/4/2008,18.7,22.9,16.6,14.2
19/4/2008,18.7,21.4,17.6,23.3
20/4/2008,19.8,23.3,17.1,3.2
21/4/2008,21.6,27.5,18.6,3.8
22/4/2008,19.3,23.3,16.3,14.6
23/4/2008,18.4,24.3,14.5,0.1
24/4/2008,18,23.7,13.5,0.3
25/4/2008,18.2,24.3,13.9,8.5
26/4/2008,19.5,21.8,17.6,14.3
27/4/2008,17.7,21,10.9,1.3
28/4/2008,14.4,24.5,6.5,0
29/4/2008,15.5,24.6,8.8,0
30/4/2008,17.2,22.5,14.2,0.1
1/5/2008,16.2,22.6,11.4,0.1
2/5/2008,16.2,23,11.2,0.1
3/5/2008,18,22.1,14.9,0.5
4/5/2008,18.2,22.8,15.4,0.3
5/5/2008,16.9,22.6,12.4,0.2
6/5/2008,15.7,24.6,8.3,3
7/5/2008,14.7,23.8,8.8,0
8/5/2008,17.1,25.5,9.6,0
9/5/2008,16.1,25.9,10,0
10/5/2008,15.4,24.1,9.7,0
11/5/2008,20.6,28.2,11.4,0
12/5/2008,15.4,22.2,8.5,0
13/5/2008,11.9,20.6,5.1,0
14/5/2008,14.1,21.9,7.7,0
15/5/2008,14.9,23,8.7,0
16/5/2008,17.8,24,12.5,0.2
17/5/2008,18.9,24.2,14.8,17.7
18/5/2008,15.8,24.3,9.6,0
19/5/2008,13.9,21.4,8.1,0
20/5/2008,12.9,21.5,7.1,0
21/5/2008,13.9,22,8,0
22/5/2008,15.3,24,7.6,0
23/5/2008,14.5,22.7,8.6,0
24/5/2008,13.7,21.6,8.3,0
25/5/2008,13.4,21.5,7.9,0
26/5/2008,12.5,21.5,6.9,0
27/5/2008,11.4,19.8,5,0
28/5/2008,12.5,22,5.2,0
29/5/2008,14.5,21.7,10.3,0
30/5/2008,15.6,21.9,11,0
31/5/2008,15.7,21.9,10.8,0
1/6/2008,16.5,21.8,12.2,0.7
2/6/2008,16.7,22.6,13.8,0.4
3/6/2008,16.5,20.3,14.7,1.6
4/6/2008,17,20.6,15.2,0.1
5/6/2008,17.8,20.4,16.4,1.9
6/6/2008,16.6,18.2,16.1,36.7
7/6/2008,15.8,17.6,14.1,8.2
8/6/2008,15.5,20.6,11.1,0
9/6/2008,13.3,21.3,7,0
10/6/2008,11.4,20.8,5.2,1
11/6/2008,13.6,18.4,11.1,3.5
12/6/2008,15.7,21.2,12.7,0.9
13/6/2008,12,20.3,4.9,0
14/6/2008,8.8,17,4.2,0
15/6/2008,8.2,17.2,2.1,0
16/6/2008,14.4,18.6,9.1,3.5
17/6/2008,17.4,19.7,13.8,33.2
18/6/2008,13,19.7,9.7,0
19/6/2008,11.8,15.9,8.8,0
20/6/2008,11.5,17.9,6.4,0
21/6/2008,12.5,20.8,6.9,0
22/6/2008,16.5,23.8,11.8,0
23/6/2008,13.3,19.7,7.8,0
24/6/2008,14.7,19.8,11.6,0.2
25/6/2008,13.1,20.4,8.1,0.2
26/6/2008,15,19.9,8.9,0.1
27/6/2008,16.1,21.4,12.3,0.3
28/6/2008,16.6,22.4,13.5,6.7
29/6/2008,17.5,23.3,13.8,0
30/6/2008,15,22.1,10.6,0
1/7/2008,11.9,21.5,5,0
2/7/2008,11,18.4,5.6,0
3/7/2008,11.1,16.9,6.3,0
4/7/2008,10.6,18.3,5.4,0
5/7/2008,10.8,18.5,6.1,0
6/7/2008,11,18.3,5.7,0
7/7/2008,10.5,17.2,3.8,0
8/7/2008,14.4,19.5,11.8,0
9/7/2008,14.1,17.7,12.4,14.4
10/7/2008,13.5,15.1,12.6,5.7
11/7/2008,13.3,15.9,11.8,1.1
12/7/2008,14.6,19.5,12.1,1.2
13/7/2008,14.2,19.8,10.7,0.3
14/7/2008,13,21.1,7,0
15/7/2008,13.4,21.8,7.9,0.1
16/7/2008,12.6,21,6.9,0
17/7/2008,12.4,20.8,7.7,0
18/7/2008,11.4,18.3,6.3,0
19/7/2008,12.5,20.3,6.9,0
20/7/2008,14,22.2,7.4,0
21/7/2008,11.8,17.5,7.2,0
22/7/2008,13.8,20.2,10.1,1.8
23/7/2008,13.2,17.1,11,19.3
24/7/2008,13.9,18.9,11.3,2.2
25/7/2008,13.4,18.3,10.1,0.2
26/7/2008,12.8,20.2,6.4,0.5
27/7/2008,16.2,18.7,14.2,6.1
28/7/2008,15.5,18.2,13,5.3
29/7/2008,11.9,20.3,6.8,0
30/7/2008,12.4,19.8,7.9,0
31/7/2008,11.9,18.6,7.6,1.6
1/8/2008,12.7,19.8,8,0
2/8/2008,11.9,19.5,6.6,0
3/8/2008,13.3,20.3,9.3,0
4/8/2008,11.6,19.3,5.5,0
5/8/2008,11.1,18.2,5.1,0
6/8/2008,10.3,18.9,3.3,0
7/8/2008,11.4,19.7,3.8,0
8/8/2008,14.4,19,12.2,26.5
9/8/2008,14.9,16.6,14.1,20.5
10/8/2008,16.9,20.7,16.3,35.6
11/8/2008,15.2,24.1,8.8,0.2
12/8/2008,11.8,18.1,7.1,0
13/8/2008,11.8,18.7,5.7,0
14/8/2008,11,19.2,5.1,0
15/8/2008,11.1,20.5,4.6,0
16/8/2008,13.6,21.5,5.3,0
17/8/2008,15.8,22.6,7.9,0
18/8/2008,14.5,23.6,6.7,0
19/8/2008,13,20.5,6.3,0
20/8/2008,12.5,19.9,6.5,0
21/8/2008,12.6,19.7,6.7,0.1
22/8/2008,12.6,20.3,5.1,0
23/8/2008,12.6,20.9,5.6,0.2
24/8/2008,13.2,21.2,6.3,0.5
25/8/2008,14.1,20.6,9.5,0
26/8/2008,14.5,21,8.7,0
27/8/2008,14.9,21.4,7.9,0.2
28/8/2008,16.2,23,11.1,0.6
29/8/2008,13.2,22.2,7.6,0
30/8/2008,12.2,20.6,4.4,0
31/8/2008,13.5,21.6,6.5,0
1/9/2008,14.7,22.3,8.5,0
2/9/2008,14.4,22.9,6.7,0
3/9/2008,18.6,23.7,13.4,0.1
4/9/2008,18.9,24.3,14.6,0.2
5/9/2008,15.7,25.2,6.9,0
6/9/2008,14.8,21.1,8.8,0
7/9/2008,14,20.5,7.2,0
8/9/2008,15.3,21.7,10.3,0
9/9/2008,16.1,21.9,11.5,0.7
10/9/2008,15.3,20.5,11.1,1.7
11/9/2008,15,22.6,9.5,0.4
12/9/2008,18.1,25.5,12.8,1.9
13/9/2008,13.3,23.1,7.6,4.8
14/9/2008,11.9,21.4,5,0
15/9/2008,13.2,20.9,6.1,0
16/9/2008,15.5,21.8,10.8,0.3
17/9/2008,15.3,21.2,11.2,0.2
18/9/2008,16.1,20.5,12.9,0.3
19/9/2008,16.9,22.3,12.5,0.2
20/9/2008,16.6,22.8,11.9,0.1
21/9/2008,15.2,21.4,9.4,0
22/9/2008,15.8,24.4,8.3,0
23/9/2008,15.8,25.6,8.3,0
24/9/2008,16.9,25.5,11.2,10.3
25/9/2008,17.4,26.5,12.6,0.1
26/9/2008,19.7,32.9,8.7,0
27/9/2008,18.7,30.2,6.4,0
28/9/2008,24.5,32.8,20.1,0
29/9/2008,25,37.6,13.5,0.1
30/9/2008,17.2,26.1,11.2,20
1/10/2008,18.2,25.7,12.5,0
2/10/2008,17.5,25.6,11.2,0
3/10/2008,16.7,23.4,10.6,0
4/10/2008,16.2,23.4,10.2,0.9
5/10/2008,16.9,24.3,11.3,0.2
6/10/2008,17.2,23.7,11.7,0
7/10/2008,17.3,24.7,10.9,0
8/10/2008,17.2,23.9,11,0.3
9/10/2008,17.7,25.9,9.4,0
10/10/2008,18.9,28.2,9.1,0
11/10/2008,19.2,27.8,11.4,0
12/10/2008,21.5,30.1,13.3,0
13/10/2008,21.5,33.1,16,5.6
14/10/2008,19.7,26,14.4,0
15/10/2008,19.1,26,13.4,0
16/10/2008,19.3,25.6,15.9,9.5
17/10/2008,18.9,26.2,14.5,0.7
18/10/2008,18.2,26.2,9.8,0
19/10/2008,18.4,26.8,9.8,0
20/10/2008,19.4,27.8,11.9,0
21/10/2008,19.9,26.6,12.2,0.2
22/10/2008,21,27.8,12.5,0
23/10/2008,20.5,27.9,12.4,0
24/10/2008,22.3,28.9,16.6,0
25/10/2008,23.1,30.1,17.4,8.1
26/10/2008,22.3,33.1,9.9,0
27/10/2008,20.7,30.6,11.9,0
28/10/2008,25.2,33,19.4,0.1
29/10/2008,28,37.6,18.3,0
30/10/2008,22.1,30.8,15.5,0.6
31/10/2008,21.9,27.8,19.7,9.8
1/11/2008,19.3,28.2,12.3,0
2/11/2008,21.3,29.5,13.9,0
3/11/2008,22.6,31.3,15.8,0
4/11/2008,22.8,32.7,13.1,0
5/11/2008,23.5,35.3,15.3,0.1
6/11/2008,22.3,32,14.9,0
7/11/2008,21.1,30.2,12.5,0
8/11/2008,22.8,32.7,15.9,0.1
9/11/2008,23,30.7,17.6,0.1
10/11/2008,26.5,34.2,19.9,0
11/11/2008,21.1,29.6,14.7,0
12/11/2008,19,26.7,12,0
13/11/2008,21,27.9,15.5,0
14/11/2008,21.3,27.6,14.7,0
15/11/2008,19,27.4,9.1,0
16/11/2008,21.7,29.1,14.3,0
17/11/2008,23.4,31.6,16.1,0
18/11/2008,25.3,33.6,15.8,0
19/11/2008,25.1,36.5,15.1,0
20/11/2008,24.2,32,18.4,0.6
21/11/2008,22.8,29.1,17.3,0.1
22/11/2008,22,28.4,14.7,0
23/11/2008,22.4,28.9,14.8,0
24/11/2008,22.5,30.8,15.8,0
25/11/2008,24.1,32.5,18.1,4.7
26/11/2008,22.7,36,18.6,6.1
27/11/2008,22,28.1,16.3,0.2
28/11/2008,24.6,31.4,21.7,3.3
29/11/2008,22.4,28.2,14.8,26.5
30/11/2008,20.7,28.6,11.2,1.7
1/12/2008,20.6,30.6,12.9,1
2/12/2008,21.8,28,17.7,11.2
3/12/2008,20.4,26.1,16.6,10.4
4/12/2008,21,27.3,16,0
5/12/2008,20.9,26.7,16,0
6/12/2008,22.6,27.7,19.2,0.1
7/12/2008,22,26.5,20.2,26.5
8/12/2008,21.3,23.7,19.4,7.9
9/12/2008,21.6,26.9,16.6,0.2
10/12/2008,20.4,25.2,17.1,8
11/12/2008,19.6,24.4,14.9,0
12/12/2008,18.2,21.9,14.5,0
13/12/2008,18,25.5,10.8,0
14/12/2008,21.1,27.9,13.1,0
15/12/2008,23.8,30.6,16.9,0
16/12/2008,24.2,30.2,20.1,0.3
17/12/2008,22.4,29.5,15.2,0
18/12/2008,23.5,29.4,19.4,1.1
19/12/2008,23.2,27.7,19.4,0.2
20/12/2008,23.1,28,18.7,0.2
21/12/2008,22.6,29,14.9,0
22/12/2008,24.6,32.3,16.9,0
23/12/2008,26,31.8,20.7,0.1
24/12/2008,24,30.7,17.3,0
25/12/2008,24.5,30.7,18.8,0
26/12/2008,26.4,33,21.9,0.5
27/12/2008,24,28.1,21.5,15.5
28/12/2008,22.6,28.1,20.9,33.2
29/12/2008,22.7,31.3,16.1,0.1
30/12/2008,24,31.6,17.5,0.1
31/12/2008,26,30.3,23.2,14.8
1/1/2009,22.5,30.4,17.4,0
2/1/2009,21.9,27.7,16.3,0.4
3/1/2009,22.3,28.4,16.5,0.1
4/1/2009,23.7,30.6,16.8,0.1
5/1/2009,24.8,29.8,20.2,0.3
6/1/2009,24.8,30.6,19.2,0.3
7/1/2009,22.8,31.4,14.6,0
8/1/2009,21.6,31.2,11.5,0
9/1/2009,24.4,32.4,16.2,0
10/1/2009,24.2,34.3,18.2,17.9
11/1/2009,19.1,22.3,16.7,10.7
12/1/2009,20.3,26.4,14.8,0
13/1/2009,22.2,30.4,15.5,0
14/1/2009,24.8,33.4,20.7,14.3
15/1/2009,22.6,26.3,19.9,1.2
16/1/2009,22.7,29.7,16.6,0
17/1/2009,25.1,32,18.4,0
18/1/2009,26.7,33.2,20.4,0
19/1/2009,26.2,35.7,19.2,1.5
20/1/2009,24.9,32.5,19,1.2
21/1/2009,26.4,33.2,20.3,0.3
22/1/2009,29.8,38.2,22.5,1.8
23/1/2009,25.9,33.6,21.2,0
24/1/2009,23.1,28.8,18,0.7
25/1/2009,24.3,30.2,20.3,0.1
26/1/2009,23.9,30.1,19.4,0.1
27/1/2009,24.4,30.6,19.2,0
28/1/2009,24.1,30.9,18.1,0
29/1/2009,24.2,31.2,16.7,0
30/1/2009,24.6,32.2,16.3,0
31/1/2009,24.1,33.6,14,0
1/2/2009,25.4,32.7,19.7,0
2/2/2009,25.3,32.9,21,8.9
3/2/2009,22.6,27.1,19.3,0.1
4/2/2009,23,28.3,19.5,0.4
5/2/2009,23.2,29.8,18.3,0.2
6/2/2009,22.9,28.4,17.9,0
7/2/2009,23.8,30.4,18.2,0.2
8/2/2009,24.5,31.2,18.6,0.2
9/2/2009,24.9,31.3,19.6,0.2
10/2/2009,24.4,31.3,17,0.2
11/2/2009,26,33.7,18.6,0
12/2/2009,26.8,33.3,21.1,0
13/2/2009,25.8,34.1,21.9,2.8
14/2/2009,23.3,27,20.2,12.1
15/2/2009,23,28.5,18.4,0
16/2/2009,24,30.3,19.2,0.1
17/2/2009,24.2,30,20.4,12.1
18/2/2009,20.1,23.6,18.3,12.5
19/2/2009,23.9,27,22.6,12.6
20/2/2009,22.5,24.3,21,463.2
21/2/2009,22,26.9,20.3,8.1
22/2/2009,22.5,28.4,18.6,0.1
23/2/2009,21.8,27.5,17.1,0.1
24/2/2009,21.4,28.5,15.5,0
25/2/2009,21.3,28.7,15.8,0
26/2/2009,23,29.4,19.3,0.3
27/2/2009,20.9,22.7,18.4,4.1
28/2/2009,21.6,25.9,18.3,0.3
1/3/2009,20.6,26,15.7,0
2/3/2009,22.3,29,16.2,0
3/3/2009,23.4,29.3,20,0.5
4/3/2009,22.1,25.9,18.4,2.8
5/3/2009,22.7,27.3,19.4,0.6
6/3/2009,22.2,27.3,18.5,2.4
7/3/2009,21.4,26.7,16.6,0.5
8/3/2009,20.3,26.3,15.9,0.2
9/3/2009,20.6,26.7,16.3,0.1
10/3/2009,19.4,26.1,13.7,0.2
11/3/2009,20.3,26.8,14.8,0
12/3/2009,19.8,27.6,13.6,0
13/3/2009,20.9,29.1,13.8,0
14/3/2009,23.4,29,20,0
15/3/2009,21.4,25.2,18.4,0.4
16/3/2009,21.7,25.2,19.5,0.1
17/3/2009,19.6,24,15.3,0.5
18/3/2009,19.4,24.8,15.1,0.1
19/3/2009,19.7,24.6,16.3,0
20/3/2009,20.2,24.7,16.9,1.2
21/3/2009,19.7,25.2,15.5,2.6
22/3/2009,20.5,26.1,16,0.4
23/3/2009,21.2,26.1,17.6,1.1
24/3/2009,20.3,26.4,15.5,0.5
25/3/2009,22.3,27.8,19.1,0.1
26/3/2009,21.9,27.4,18.6,0.2
27/3/2009,22,25.6,19.3,2
28/3/2009,21.4,25.4,18.7,2.1
29/3/2009,20.9,23.8,18.4,0.7
30/3/2009,19.8,25.1,14.8,0
31/3/2009,20.7,27.3,16.2,0
1/4/2009,21.7,27.5,17.4,0.1
2/4/2009,22,29.3,17.7,8.1
3/4/2009,21.8,27.3,18.4,4.6
4/4/2009,20,28.8,12.7,0.6
5/4/2009,19.1,23.6,15,0
6/4/2009,19.4,22.8,17,1.2
7/4/2009,20.1,23.5,18.2,0.7
8/4/2009,19.5,22.5,17,0.1
9/4/2009,18.4,26.8,12.3,1.3
10/4/2009,18.7,23,14.5,0
11/4/2009,19.1,25.3,14.1,0
12/4/2009,20,25,15.9,0.2
13/4/2009,19.5,25.7,14.6,0
14/4/2009,20.2,26.7,13.8,0.2
15/4/2009,20.4,28.2,13.5,0
16/4/2009,20.2,27.5,15.8,11.2
17/4/2009,18,21.6,14.9,0
18/4/2009,18.4,22.9,15.1,1.1
19/4/2009,18.5,22.9,15.1,1.2
20/4/2009,17.8,22,13.9,0.4
21/4/2009,18.5,24.9,14.8,0
22/4/2009,17.5,22.8,13,0
23/4/2009,16,22.4,10.5,0
24/4/2009,18.5,26.4,12.1,0
25/4/2009,14.7,24.5,7.8,0
26/4/2009,15.2,22.6,8.8,0
27/4/2009,16.6,21.8,13.4,0
28/4/2009,17.1,22.4,13.9,0
29/4/2009,17,22.1,13,0
30/4/2009,18.1,23,14.8,0.2
1/5/2009,17.7,23.7,13.7,0.1
2/5/2009,17.9,22.8,14.8,0.2
3/5/2009,18.4,21,16.6,3.7
4/5/2009,18.8,23,16.7,1.4
5/5/2009,18,22.3,14.4,1.3
6/5/2009,17.7,23.8,14.2,0.1
7/5/2009,17.8,21.7,15.9,1.3
8/5/2009,17.6,21.4,15.6,4
9/5/2009,16.8,19.6,14.8,0.9
10/5/2009,17.7,20.1,16.9,16
11/5/2009,17.7,20.1,16.9,18.1
12/5/2009,18.2,23.1,15.5,0.6
13/5/2009,17.3,22.5,14.1,0
14/5/2009,17.4,23.6,13,1.5
15/5/2009,16,22.4,10.7,0
16/5/2009,14.8,22.2,10.1,0
17/5/2009,16.7,20.7,13.6,0
18/5/2009,16.2,20.4,13.9,2.2
19/5/2009,16.8,21.7,13.5,1.2
20/5/2009,17.1,22.3,14.3,0.6
21/5/2009,15.8,20.6,12.1,0.8
22/5/2009,16.5,22.1,13.1,0.2
23/5/2009,15.6,19.8,12.2,0.1
24/5/2009,13.7,19.7,9.2,0.1
25/5/2009,13.7,20.7,8,0.2
26/5/2009,14.3,22.5,7.3,0
27/5/2009,13.4,20.3,8.6,0
28/5/2009,13.5,21,7.1,0
29/5/2009,14.3,20,11.7,0
30/5/2009,15.6,20.6,12.2,0
31/5/2009,17.4,20.5,16,20.1
1/6/2009,16.5,19.4,15.6,11.5
2/6/2009,17.7,20.4,16,23.1
3/6/2009,17.8,19.6,16.6,15.5
4/6/2009,16.2,22.7,11.4,1
5/6/2009,15.5,20.7,12.8,0
6/6/2009,15.9,21.2,13.1,0.2
7/6/2009,14.9,19.8,11.4,0.1
8/6/2009,14.9,22.1,9.7,0
9/6/2009,15.5,22.2,10.1,0
10/6/2009,15.1,21.7,9.9,0
11/6/2009,15.3,21.8,11.4,0
12/6/2009,15.6,22.5,11,0.1
13/6/2009,16.9,22.9,13.7,0.2
14/6/2009,16.2,24.7,10.2,0
15/6/2009,15.2,22,10.1,0
16/6/2009,14.6,20.4,10.8,0
17/6/2009,14.1,20.7,10.6,0
18/6/2009,13.6,21.2,7.8,0
19/6/2009,14.5,20.6,11.1,0
20/6/2009,14.4,20.8,10.6,0.2
21/6/2009,11.9,20.1,6,0
22/6/2009,13.2,19.9,7.8,1.1
23/6/2009,14,17.6,11.1,6.1
24/6/2009,13.4,19.9,9.2,0
25/6/2009,13.8,19.8,10.2,0
26/6/2009,12.1,19.9,5.7,0
27/6/2009,12.6,20.7,7.6,0.1
28/6/2009,11,19.6,4.7,0
29/6/2009,12.5,19.9,6.7,0
30/6/2009,12.7,20.3,7.5,0
1/7/2009,13.5,21.2,7.5,0.1
2/7/2009,15.3,20.9,12.1,0.1
3/7/2009,15.4,19.9,12.1,0.2
4/7/2009,15.7,21,12.2,1.2
5/7/2009,15,19.1,12.1,0.5
6/7/2009,15.3,21.2,12.1,0.2
7/7/2009,15,19.5,10.6,1.4
8/7/2009,13.9,22.1,7.5,2.7
9/7/2009,9.9,17.2,4.2,0
10/7/2009,7.6,15.5,2.2,0
11/7/2009,10.7,17.6,5.6,0
12/7/2009,10.5,18.3,5,0
13/7/2009,10.4,18.1,4.8,0
14/7/2009,10.6,19.2,4.8,0
15/7/2009,11,18.8,6.1,0
16/7/2009,11.9,19.8,5.9,0
17/7/2009,12.7,20.7,5.7,0
18/7/2009,12.9,20.5,6.4,0
19/7/2009,12.3,19.2,5.5,0
20/7/2009,12.1,20.2,5.1,0
21/7/2009,12.8,21,6.4,0.1
22/7/2009,13.5,21.4,6.4,0
23/7/2009,16.6,21.1,12.2,72.4
24/7/2009,12.7,17.2,8.3,1.2
25/7/2009,15.2,21.5,10,0.3
26/7/2009,13.5,23,7.1,0
27/7/2009,15.1,21.4,9.8,0
28/7/2009,12.9,20.6,6.7,0.2
29/7/2009,14.6,19.2,12.3,1.3
30/7/2009,13.8,17.5,11.9,0.6
31/7/2009,13.5,19.3,9.7,1.2
1/8/2009,13.9,19.8,9.1,0.3
2/8/2009,11.8,19.3,7.5,0.1
3/8/2009,11.8,19.4,6.7,0
4/8/2009,14.2,21.5,7.6,0
5/8/2009,11.8,20.5,5.1,0
6/8/2009,13.3,20.2,7.7,0
7/8/2009,14.8,22.4,9.4,0.8
8/8/2009,11.2,14.2,8.3,0
9/8/2009,12.8,18.2,8.9,0
10/8/2009,13.2,18.9,8.6,0
11/8/2009,12.2,19.3,4.5,0
12/8/2009,15,21.3,10.5,0
13/8/2009,14.9,23.9,6.6,0
14/8/2009,11.3,18.1,4.5,0
15/8/2009,10.7,17.8,5.1,0
16/8/2009,13.5,20.1,9.1,0.1
17/8/2009,14.3,20.8,9.9,0
18/8/2009,13.4,20.7,8.5,0
19/8/2009,12.5,20.2,5.9,0
20/8/2009,12.4,20.4,5.9,0
21/8/2009,15.2,20.9,9.1,0.1
22/8/2009,14.9,23,8.9,3.1
23/8/2009,13.3,20.5,6.3,0.2
24/8/2009,12.9,21.5,5.8,0
25/8/2009,14,21.5,7.6,0
26/8/2009,14,21.6,8.1,0
27/8/2009,13.2,21.5,6.1,0
28/8/2009,13,20.5,5.7,0
29/8/2009,14.5,23.1,7.3,0
30/8/2009,16.8,24.3,8.5,0
31/8/2009,17.4,29.1,6.3,0
1/9/2009,15.2,24,6.7,0
2/9/2009,14.3,23.4,7.9,0
3/9/2009,13.8,20.2,8.4,0.8
4/9/2009,14.2,23.9,3.6,0
5/9/2009,14.8,23.1,8.2,1.9
6/9/2009,14.8,18.5,11.7,4.3
7/9/2009,13.7,20.4,8.2,0.7
8/9/2009,14.3,21.9,8.7,0
9/9/2009,15.4,23.2,9.7,0
10/9/2009,15.8,25.2,8.5,0
11/9/2009,17.1,25.1,11.7,0
12/9/2009,16.3,25,8.2,0.1
13/9/2009,18.1,28.5,9.6,0
14/9/2009,16.1,23.7,10.2,0
15/9/2009,14.5,23.8,6.1,0
16/9/2009,18.9,27.8,11.6,0
17/9/2009,19,32.6,7.4,0
18/9/2009,20,29,9.2,0
19/9/2009,20.3,27.9,12.3,0
20/9/2009,20.3,27.9,12.1,0
21/9/2009,20.8,29.1,15.5,0.8
22/9/2009,16.7,22.9,12.4,11.3
23/9/2009,14.6,20.2,10.9,2.5
24/9/2009,16.2,22.2,11.2,0.1
25/9/2009,16,24.4,10,0
26/9/2009,18.2,25.9,12.1,0.7
27/9/2009,18.2,26.7,11,0
28/9/2009,16.1,24.6,8.6,0.2
29/9/2009,17,24.2,9.9,1.3
30/9/2009,19.5,25.4,15.5,0.2
1/10/2009,19.7,27.2,14.4,0.2
2/10/2009,20,29.9,13.6,5.9
3/10/2009,18.7,29.6,11.9,1.7
4/10/2009,18.6,30,11.7,0.2
5/10/2009,18.5,28.3,11,0
6/10/2009,20.5,25.7,16.8,2.8
7/10/2009,16.1,26.6,6.8,0
8/10/2009,14.3,24.2,4.9,0
9/10/2009,16,25.9,8.4,0
10/10/2009,16.8,28.6,5,0
11/10/2009,23.3,31.3,19.5,0
12/10/2009,23.3,34.8,9.5,0
13/10/2009,20.2,29.7,10.5,0
14/10/2009,19.4,29.5,12.3,1.2
15/10/2009,22.6,32.4,14.9,0
16/10/2009,17.3,27.5,9.8,0
17/10/2009,20.9,32.2,13.9,0
18/10/2009,18.1,26.8,11.2,0
19/10/2009,19.2,26.1,12.1,0
20/10/2009,21,28.1,16.4,0.1
21/10/2009,22.1,30.1,17.5,0.2
22/10/2009,23,31.1,20,15
23/10/2009,21.5,33.2,9.1,0
24/10/2009,20.2,27.3,14.2,0.3
25/10/2009,22.1,27.6,18.3,16.9
26/10/2009,18.8,28.6,11.7,10.8
27/10/2009,15.9,24,9.4,2.9
28/10/2009,17.3,26.4,9.7,0
29/10/2009,22.8,31,14.2,0
30/10/2009,22.2,33.6,16.2,0.3
31/10/2009,19,23.2,14.5,2.8
1/11/2009,20.1,30.2,13.1,2.1
2/11/2009,22.7,33.4,12.8,0
3/11/2009,24.6,32.3,15.9,0.6
4/11/2009,25.5,35.8,12.9,0
5/11/2009,24.6,32.2,17.5,0
6/11/2009,23.5,35,19.4,4.2
7/11/2009,21.7,28.5,19.8,1.4
8/11/2009,23.2,30.1,17.4,0
9/11/2009,24.2,30.8,19.5,0
10/11/2009,22.7,32.8,18.4,3.7
11/11/2009,19.6,25.5,16.2,0.6
12/11/2009,20.7,26,15.3,0
13/11/2009,21,27.2,14.9,0.1
14/11/2009,21.4,26,14.8,0.3
15/11/2009,21,27.2,16.1,3.1
16/11/2009,19.9,22.9,16.9,19.2
17/11/2009,20.6,28.6,13.9,1.6
